盲,,,盲目、盲信、盲腸
盤,般,,円盤、碁盤、岩盤
監,臥,,監督、監視、監獄
盗,次,宝石を盗む,盗難、盗品
睡,垂,,睡眠、睡魔、熟睡
眺,兆,空を眺める,眺望
眠,民,すごく眠い、ぐっすりと眠る,睡眠
冒,,危険を冒す,冒険、冒頭
眉,,眉を寄せる,眉目秀麗、眉間
瞬,舜,瞬く間,瞬間、瞬時
瞭,尞,,明瞭、一目瞭然
瞳,童,潤んだ瞳,瞳孔
睦,坴,,親睦、和睦
督,叔,,監督、督促状
硬,更,硬い物体,硬化、硬度、硬水
砲,包,,砲弾、大砲
砕,卆,岩を砕く、石が砕ける,砕石、粉砕
矯,喬、矢,枝を矯める,矯正
矛,,矛先,矛盾
磨,麻,石を磨く,研磨、切磋琢磨
碑,卑,,石碑、記念碑
碁,其,,囲碁、碁盤
硫,㐬,,硫酸、硫化水素
硝,肖,,硝煙、硝酸、硝石
祥,羊,,不祥事、発祥
祉,止,,福祉
祈,斤,無事を祈る,祈祷、祈願
礎,楚,成功の礎となる,基礎、定礎
礁,焦,,岩礁、暗礁、座礁
租,且、禾,,租借、租税
称,尔,,称号、名称、自称
秀,,秀でる,秀逸、秀才
禅,,,禅宗、坐禅
禍,咼,,禍根、惨禍
稽,尤、旨,,稽古、滑稽
稼,家,金銭を稼ぐ,稼業、稼働
稲,,稲作、稲穂、稲妻、稲刈り,水稲
稚,隹,,稚魚、稚拙
秩,失,,秩序、秩然
突,穴,,突然、煙突、衝突
穫,蒦,,収穫
穏,not 急,穏やかな空,穏健、穏便
穂,恵,穂先、稲穂,穂状、花穂
稿,高,,原稿、投稿
窯,羊、穴、羔,窯元,窯業
窮,躬、身、弓,道を窮める、進退窮まる,窮地、窮屈
窟,屈,,洞窟、巣窟
窒,至,,窒息、窒素
窃,切,,窃盗、窃取
羅,維,,羅列、網羅、羅針盤
罷,能,,罷業、罷免
罵,馬,人を罵る,罵倒、罵声
罰,,罰があたる,罰金、罰則
端,,端々、端数、炉端,先端、発端
箋,,,付箋、便箋
箇,固,,箇所、箇条
筒,同,竹の筒,水筒、封筒
符,付,,切符、音符、符号
既,,既に終了した,既存、既知
籍,耤,,書籍、戸籍、入籍
簿,尃,,簿記、家計簿、名簿
篤,馬,,篤学、篤志、危篤、重篤
範,,,範囲、範例、模範
箸,者,割り箸,
粒,立,米粒,粒子、顆粒
粘,占,粘り勝ち,粘液、粘土
粗,且,網目が粗い,粗悪、粗品
粋,卆,粋な計らい,純粋、抜粋
籠,龍,山に籠る、鳥籠,籠城、籠絡
紛,分,気が紛れる、紛らわしい言い方,紛糾、紛争
索,糸,,索引、索敵、検索
糾,丩,,糾弾、糾明
糧,量,成長の糧,食糧、兵糧
粧,庄,,化粧
紳,申,,紳士
紹,召,,紹介
紺,甘,,紺青、紺屋
紋,文,,指紋、波紋、紋章
紡,方,糸を紡ぐ,紡績、紡織
継,,跡継ぎ,継続、中継
絡,各,たれを絡める、金が絡む、糸が絡まる,短絡、連絡
紫,,江戸紫,紫煙、紫外線
絞,交,ベルトが絞まる、雑巾を絞る、首を絞める,絞殺
累,,,累計、累積、累進
網,,虫網,通信網、網羅
綻,定,縫い目が綻びる,破綻
緒,者,情緒、鼻緒,一緒、由緒
綱,岡,綱引き、横綱,要綱
維,,,維持、繊維、維新
緯,韋,,緯度、経緯
締,帝,引き締まる、ねじを締める,締結
緊,臤,,緊張、緊急、緊迫
緩,爰,ズボンが緩い、緩やかな坂、気が緩む、力を緩める,緩急
縁,,縁取り,縁側、縁談
繊,,,繊維、繊細
縫,逢,傷口を縫う,縫合、裁縫
繁,敏,,繁殖、繁栄、繁盛
縛,尃,縄で縛る,束縛、捕縛
緻,致,,緻密、精緻
羞,,,羞恥心
缶,,,缶詰
繰,喿,繰り返す、繰り越す,
繕,善,取り繕う,修繕
繭,虫、糸,繭玉,繭糸
耐,而、寸,寒さに耐える,耐熱、耐水、忍耐
翻,番、羽,決定を翻す、旗が翻る,翻訳、翻弄
翼,羽、異,白い翼,主翼、尾翼
翁,公、羽,,老翁
羨,次,隣人を羨む、彼が羨ましい,羨望
肖,,,肖像画、不肖の身
肝,,肝に銘じる,肝臓、肝心
肌,,肌着、素肌,
聴,,名曲を聴く,聴覚、聴衆
耗,耒、毛,心神耗弱,消耗
肢,支,,肢体、四肢
肯,止,,肯定、首肯しがたい意見
股,殳,股の下,股間
肩,,肩車、肩身,双肩
肘,寸,肘が痛む,
脊,,,脊髄、脊椎
脂,旨,脂身,脂肪、脂質、樹脂
脅,劦,身を脅かす、脅し文句、こっそり脅かす,脅威、脅迫
胎,台,,胎児、胎盤
肪,方,,脂肪
腐,肉、府,肉が腐る、ふて腐れる、気を腐らす,腐敗
脱,兑,服を脱ぐ、ズボンが脱げる,脱衣、脱臭、脱退
脚,却,雨脚が強い,脚力、脚本、脚立
脇,劦,脇腹、脇道、脇役,
胴,同,,胴体
腰,要,丸腰、腰が低い,腰痛
腺,泉,,汗腺、リンパ腺
腎,臤,,腎臓
腫,重,患部が腫れる、泣き腫らす,腫瘍
腕,宛,腕組み、腕前,腕章、腕力
膨,彭,風船が膨らむ、怒って膨れる,膨張、膨大
膳,善,,御膳、配膳
膚,虍、胃,,皮膚、完膚無きまで
膝,桼,膝が笑う、膝小僧,
膜,莫,,鼓膜、粘膜、横隔膜
舟,,小舟に揺られる、舟盛り,舟艇
臼,,杵と臼,臼歯
致,至,不徳の致すところ,誘致、致死、致命傷
臭,自、犬,部屋が臭い、体が臭う,臭気、悪臭
臆,意,,臆病、臆することなく
艦,監,,艦船、艦隊、戦艦
艇,廷,,艦艇、競艇
舶,白,,舶来、船舶
舷,玄,,舷側、右舷
般,,,一般、全般、般若
虜,虍、男,,捕虜、虜囚
虚,业,,虚無、虚偽、虚空
虐,,弱者を虐げる,虐待、残虐
虎,,虎刈り,猛虎、虎視眈々
艶,豊、色,艶やかな姿,妖艶
蛮,亦、虫,,野蛮、南蛮
蛇,虫、它,毒蛇,蛇行、蛇足、蛇口、大蛇
蛍,,水辺の蛍,蛍光灯
蚊,,蚊柱、蚊帳,
虹,虫、工,虹色,
衡,,,均衡、平衡
衝,行、重,,衝撃、衝突
融,鬲、虫,,融解、融和、金融
蜜,宓、虫,,蜂蜜、蜜月
蜂,虫、夆,蜂蜜,養蜂、蜂起
被,皮,損害を被る,被害、被災、被服
袋,代、衣,胃袋、寝袋,風袋
袖,衤、由,半袖、袖口,袖珍本
衷,衣、中,,衷心、和洋折衷
衰,,筋力が衰える,衰弱、衰退
裸,果,丸裸,裸体、全裸
裾,居,裾野、裾上げ,
褐,日匂曷,,褐色
裕,谷,,裕福、余裕
裂,列,布を裂く、胸が裂ける,破裂、分裂、亀裂
覇,革月,,覇者、制覇、連覇
覆,復,布で覆う、定説を覆す、常識が覆る,覆面、転覆
襲,龍、衣,病魔が襲う,襲撃、逆襲
襟,禁,襟足、襟首,開襟
褒,衣、保,子を褒める,褒美、褒賞
詠,永,,詠唱、詠嘆
訟,公,,訴訟
託,乇,,託児所、委託
訂,丁,,訂正、改訂
触,角、虫,肌に触れる、手触り,触手、触覚
該,亥,,該当、該博
訴,斥,裁判所に訴える,訴訟、起訴
診,㐱,怪我を診る,診察、診断
詔,召,詔,詔書
詐,乍,,詐欺、詐称
詮,全,,詮索、所詮
詳,羊,詳しい解説,詳細、不詳
誇,夸,自らを誇る,誇示、誇張
詣,旨,墓に詣でる,参詣、造詣が深い
詰,吉,手が詰む、箱に詰める、鼻が詰まる,詰問
請,青,許可を請う、請け負う,請求、普請
謁,日匂曷,,謁見、拝謁
誘,秀,遊びに誘う,誘導、誘惑、誘発
誓,折,心に誓う,誓約、宣誓
誉,,誉れが高い,栄誉、名誉
諦,帝,,諦観、諦視
諮,咨、次,上司に諮る,諮問、諮詢
諧,皆,,階調、俳諧
誰,隹,誰もいない,
諾,若,,承諾、快諾
謙,兼,,謙虚、謙遜
謹,堇,謹んで行う,謹慎、謹賀新年
謡,䍃、缶,謡曲を謡う、謡物,歌謡曲、民謡
諭,俞,教え諭す,教諭、説諭
謀,某,悪事を謀る,謀略、無謀、謀反
豚,豕,豚肉,養豚
譲,,道を譲る,譲渡、譲歩
譜,普,,系譜、楽譜、譜面
謎,迷,謎かけ、謎解き,
謄,龹、言,,謄本、謄写
貫,貝,教えを貫く,貫通、貫禄
貢,貝、工,金品を貢ぐ,貢献、年貢
貞,,,貞淑、貞操
貌,皃,,美貌、変貌
豪,豕,,豪雨、豪華、強豪
賂,各、貝,,賄賂
賊,貝、戎,,海賊、賊軍
貼,貝、占,湿布を貼る,貼付
販,反,,販売、通販
貪,今、貝,惰眠を貪る,貪欲
賦,武,,賦役、月賦、天賦の才能
賓,,,賓客、主賓、来賓
賠,咅,,賠償
賜,易,祝杯を賜る,賜杯、恩賜
賄,有,食事を賄う,賄賂、贈賄
贈,曽,品物を贈る,贈与、寄贈
購,冓,,購入、購買
頼,束、頁,頼みごと、彼は頼もしい、機械に頼る,信頼
賭,者,賭け事,賭博
賢,臤、臣,賢い犬,賢者、賢明
距,巨,,距離
超,走、召,人の城を超す、限界を超える,超越、超人
越,戉,冬を越す、峠を越える,越境、越冬
赴,走、卜,会社に赴く,赴任
赦,赤、攵,,恩赦、容赦
踪,宗,,失踪
踊,甬,盆踊り、ダンスを踊る,舞踊
跳,兆,跳ねるように歩く、ウサギが跳ぶ,跳躍
践,戋,,実践、履践
跡,亦,跡地、足跡,遺跡、筆跡
軒,車、干,軒下、軒を連ねる,軒数、一軒
軌,車、九,,軌跡、軌道、常軌
躍,翟,胸が躍る,躍進、飛躍
蹴,就,ボールを蹴る,一蹴
踏,,値踏み、経験を踏まえる,踏破、雑踏
輝,軍、光,星が輝く,輝石
載,𢦏,雑誌に載る、荷物を載せる,積載、満載
較,交,,比較、較差
軸,由,,主軸、車軸
軟,欠,頭が軟らかい、軟らかな体,軟弱、柔軟
辱,辰、寸,名を辱める,屈辱、雪辱
辣,辛、束,,辛辣、辣腕
辛,,辛い食べ物,香辛料、辛酸、辛抱
轄,車、害,,管轄、直轄
輩,非,,先輩、若輩、輩出
酬,酉、州,,報酬、応酬
酢,酉、乍,,酢酸、黒酢
酔,卆,酒に酔う,泥酔、麻酔、心酔
酎,酉、寸,,焼酎、酎ハイ
酌,酉、勺,酒を酌み交わす,晩酌、酌量
醜,鬼,醜い心,醜悪、醜態
醒,星,,覚醒
酷,告,,酷使、残酷、酷似、酷暑
酵,孝,,酵素、酵母、発酵
酪,各,,酪農、乳酪
釜,,釜飯、茶釜,
麺,麦、面,,麺類
舞,舛,舞を踊る、舞い上がる,舞台、舞踊
釈,釆、尺,,解釈、注釈、希釈、釈放
醸,酉、㐮,物議を醸す,醸成、醸造
鈴,金、令,鈴の音,予鈴、風鈴
鉢,本,托鉢,植木鉢、鉢植え
鉛,,鉛玉,鉛筆、亜鉛
鈍,屯,動きが鈍る、鈍い痛み,鈍感、鈍角
釣,勺,釣り鐘,釣果
錦,"金,帛",錦鯉,錦糸卵
鋳,金寿,鋳型、鋳物,鋳造
鋭,兑,感覚が鋭い,鋭角、鋭利
銘,名,,銘菓、銘柄、感銘
銃,,,銃撃、銃声、小銃
鍵,"金,建",鍵をかける,鍵盤
錬,金東,,錬金術、錬成、鍛錬
錠,"金,定",,錠前、施錠、錠剤
錯,"金,昔",,錯覚、錯乱
錮,"金,固",,禁錮刑
鎮,"金,真",怒りを鎮める、痛みが鎮まる,鎮圧、鎮静剤
鎖,,鉄の鎖,鎖骨、連鎖
鎌,兼,鎌、鎌倉時代、鎌をかける,
鍋,"金,咼",土鍋,
鍛,"金,段",体を鍛える,鍛錬、鍛工
閲,兑,,閲覧、検閲
閥,"門,伐",,派閥、財閥
閑,"門,木",,閑静、閑散、閑職、等閑
鑑,,教科書に鑑みる,図鑑、鑑定、鑑識
鐘,"金,童",釣鐘,鐘楼、警鐘
雇,"户,隹",人を雇う,雇用、解雇
隻,"隹,又",,隻眼、数隻の船
隷,士示隶,,奴隷、隷属
闘,豆寸,病魔と闘う,戦闘、決闘、闘牛
闇,音,闇夜、暗闇,
雰,雨分,,雰囲気
離,,心が離れる、手を離す,離説、離陸
雌,"此,隹",雌花、雌ねじ,雌雄、雌伏
雅,"牙,隹",,優雅、雅楽、雅量
雄,"厷,隹",雄猫,雄大、英雄、雄花
霊,亚、雨,言霊,幽霊、亡霊、悪霊
震,"雨,辰",何かが震う音、寒さで震える,震災、震度、地震
需,"雨,而",,需要、必需品
零,令、雨,,零度、零細、零落
雷,"雨,田",雷が鳴る,雷雨、雷鳴、地雷、魚雷
斎,齐示,,書斎、斎戒
斉,,,斉唱、一斉
露,"雨,路",雨露,露骨、暴露、露店、披露
霧,"雨,務",霧雨、夜霧,霧散、濃霧
霜,"雨,相",霜焼け、初霜,霜害、秋霜
項,"工,頁",,項目、事項、要項
頃,"匕,頁",頃合い、日頃,
響,郷、音,音楽が響く,音響、影響
韻,"音,員",,余韻、韻文、風韻
靴,"革,化",革靴、靴下,軍靴
頰,"夾,頁",,頰骨
頒,"分,頁",,頒布
頓,"屯,頁",,頓知、整理整頓、無頓着
頑,"元,頁",,頑丈、頑固
須,,,必須
飢,几,飢え死ぬ,飢餓、飢饉
顧,"雇,頁",過去を顧みる,顧客、顧問
顕,显頁,,顕著、顕微鏡
顎,"咢,頁",顎髭,顎関節
頻,"步,頁",,頻度、頻発、頻繁
餓,我,,餓死、飢餓
餅,并,大福餅,煎餅
餌,耳,魚の餌、餌付け,食餌、擬餌鉤
飽,包,趣味に飽きる、暇に飽かして,飽食、飽和
飾,,絵を飾る,修飾、装飾
駐,"馬,主",,駐在、駐車
駒,"馬,句",将棋の駒、手駒,
駄,馬太,,駄菓子、駄作、下駄、駄目
駆,馬区,馬を駆る、草原を駆ける,駆使する、駆除
香,"禾,日",花が香る、移り香、草の香り,香水、香車
骸,"骨,亥",,死骸、形骸化、残骸
驚,"敬,馬",事件に驚く、不意に驚かす,驚愕、驚嘆
騰,"月,龹,馬",,高騰、沸騰
騒,馬,大騒ぎ,騒音、騒々しい
騎,,,騎士、騎手、騎馬
魂,"云,鬼",魂のこもつた作品,霊魂、魂胆
鬼,,鬼に金棒,鬼神、鬼畜、鬼才
鬱,鬯,,憂鬱、鬱病
髪,髟友,髪形、長い髪,散髪、白髪
髄,骨迶,,骨髄、真髄を究める
鮮,"魚,羊",鮮やかな色彩,鮮度、新鮮
韓,"𠦝,韋",,韓国
竜,,竜巻,登竜門、竜
魔,"麻,鬼",,魔法、魔術、悪魔
魅,"鬼,未",,魅力、魅惑
麗,鹿,麗しい姿,美麗な振り袖姿
鹿,,牡鹿、鹿の子編み,
鶴,"隺,鳥",折り鶴,
鶏,爫夫鳥,鶏の卵,鶏卵、養鶏
鯨,"魚,京",鯨が泳ぐ,鯨油、捕鯨
齢,歯令,,年齢、高齢
亀,,陸亀,亀裂
黙,,押し黙る,黙秘、沈黙
麻,,麻布,麻酔、麻薬
麓,"林,鹿",山の麓,山麓
償,賞,償う,賠償金、弁償
侶,呂,,僧侶、伴侶
伎,支,,歌舞伎
且,,必要且つ十分,
鼓,"壴,支",舌鼓を打つ,鼓動、鼓舞、太鼓
阪,,,阪神
徴,,,徴候、特徴、徴兵、徴収
垣,"土,亘",垣根、石垣,
了,,,了解、了承、完了、終了
匿,若,,匿名、隠匿
縄,,荒縄,縄文時代、捕縄
泥,尼,泥棒、泥沼,泥酔
泰,"𡗗,氺",,泰平、安泰
枢,"木,区",,枢軸、中枢
悠,"攸,心",,悠久、悠然
趣,"走,取",昭和の趣,趣味、趣旨
訃,"言,卜",,訃報
虞,"虍,吴",災害の虞,
胞,包,,同胞、胞子、細胞
胆,"月,旦",,胆汁、大胆、魂胆
